Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-22.21,Renewal,ER46603,DE-SC0001805,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Shpyrko, Oleg",555000,185000,8/1/12,7/31/15,8/20/12,Nanoscale X-Ray Imaging and Dynamics of Electronic Magnetic Materials,Grant,"Wilson, Lane",Educational
SC-22.23,New,ER46604,DE-SC0002232,GEORGIA TECH RESEARCH CORP                        ,Atlanta,GA,30332-0420,"Tsukruk, Vladimir",950000,950000,9/1/09,5/31/13,9/17/09,Guided Assembly of Anisotropic Micro-Structures Into Mesoscale Hierarchies,Grant,"Sennett, Michael",Educational
SC-22.22,Renewal,ER46607,DE-SC0001911,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Galitski, Victor",309000,103000,9/1/12,8/31/15,9/13/12,Theory of Fluctuations in Superconductors,Grant,"Davenport, James",Educational
SC-22.22,Renewal,ER46608,DE-SC0002623,RENSSELAER POLYTECHNIC INST.                      ,Troy,NY,12180-3590,"Zhang, Shengbai",900000,300000,9/1/12,8/31/15,7/27/12,Theory of Defects in Electronic Materials,Grant,"Davenport, James",Educational
SC-22.22,Renewal,ER46610,DE-SC0002140,PRINCETON UNIVERSITY                              ,Princeton,NJ,08544-1003,"Bhatt, Ravindra ",1425000,475000,9/1/12,8/31/15,8/21/12,Internal Geometry Stability and Design of Quantum Hallo States,Grant,"Davenport, James",Educational
SC-22.22,No-Cost Extension,ER46611,DE-SC0002139,FLORIDA UNIVERSITY OF                            ,Gainesville,FL,32611-5500,"Trickey, Samuel",0,0,9/1/09,8/31/13,1/27/12,TMS: Orbital-Free Quantum Simulation Methods for Application to Warm Dense Matter,Grant,"Davenport, James",Educational
SC-22.22,Renewal,ER46613,DE-SC0002308,VIRGINIA POLYTECHNIC INST AND ST UNIV             ,Blacksburg,VA,24060-0170,"Tauber, Uwe",450000,150000,8/15/12,8/14/15,8/17/12,Non-equilibrium relaxation and aging scaling of magnetic flux lines in disordered type-II superconductors,Grant,"Davenport, James",Educational
SC-22.21,No-Cost Extension,ER46614,DE-SC0001261,WYOMING UNIVERSITY OF                            ,Laramie,WY,82071-3838,"Naughton, Jonathan",0,0,8/15/09,8/14/13,8/15/12,Investigation of Dynamic Aerodynamics and Control of Wind Turbine Sections Under Relevant Inflow/Blade Attitude Conditions,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46615,DE-SC0001468,WEST VIRGINIA UNIVERSITY RES. CORP.               ,Morgantown,WV,26506-6845,"Nix, Andrew",0,0,8/15/09,8/14/13,8/8/12,Experimental Investigation of Turbine Vane Heat Transfer for Alternative Fuels,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46618,DE-SC0001902,OKLAHOMA UNIVERSITY OF                           ,Norman,OK,73019-5300,"Striolo, Alberto",0,0,8/15/09,8/14/13,11/16/11,Electrolytes at Solid-Water Interfaces:  Theoretical Studies for Practical Applications,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46619,DE-SC0001431,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Lynn, Alan",0,0,8/15/09,8/14/13,5/31/12,Development of Optimized Field-Reversed Configuration Plasma Formation Techniques for Magnetized Target Fusion,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46622,DE-SC0001277,NEBRASKA UNIVERSITY OF LINCOLN                   ,Lincoln,NE,68588-0430,"Ramamurthy, Byravamurthy",0,0,8/15/09,8/14/13,8/1/12,Dynamic Optimized Advanced Scheduling of Bandwidth Demands for Large-Scale Science Applications,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46623,DE-SC0002600,IDAHO STATE UNIVERSITY                            ,Pocatello,ID,83209-8046,"Forest, Tony",0,0,8/15/09,8/14/13,7/26/12,The Development of a Positron Source for JLab at the IAC,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46624,DE-SC0002597,IDAHO STATE UNIVERSITY                            ,Pocatello,ID,83209-8046,"Chandler, Katherine",0,0,8/15/09,8/14/13,7/18/12,Experimental Studies of the Transport Parameters of Warm Dense Matter,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46625,DE-SC0002610,IDAHO UNIVERSITY OF                              ,Moscow,ID,83844-3020,"Bitterwolf, Thomas",0,0,8/15/09,8/14/13,7/26/12,Time-Resolved XAFS Spectroscopic Studies of B-H and N-H Oxidative Addition to Transition Metal Catalysts Relevant to Hydrogen Storage,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46626,DE-SC0001416,DELAWARE UNIVERSITY OF                           ,Newark,DE,19716,"Furst, Eric",0,0,8/15/09,8/14/13,3/5/12,Directed Self-Assembly of Nanodispersions,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46629,DE-SC0001898,ALASKA UNIVERSITY OF FAIRBANKS                  ,Fairbanks,AK,99775-7270,"Bhatt, Uma",0,0,8/15/09,8/14/13,11/22/11,Characterization of the Dynamics of Climate Systems and Identification of Missing Mechanisms Impacting Global Climate Models,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46630,DE-SC0002470,ALABAMA UNIVERSITY OF TUSCALOOSA                 ,Tuscaloosa,AL,35487-0104,"Steadman, John",0,0,8/15/09,8/14/13,2/12/12,Nanostructure-Enhanced Phase Change Materials (NEPCM) and HRD Coordination,Grant,"Fitzsimmons, Timothy",Educational
SC-22.23,Renewal,ER46632,DE-SC0002010,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Swartz, James",795000,265000,9/15/12,8/14/15,8/9/12,Using In Vitro Maturation and Cell-Free Expression to Explore (FeFe) Hydrogenase Activation and Protein Scaffolding Requirements,Grant,"Markowitz, Michael",Educational
SC-22.22,Renewal,ER46633,DE-SC0002554,BOSTON COLLEGE TRUSTEES OF                       ,Chestnut Hill,MA,2467,"Wang, Ziqiang",150000,150000,9/15/12,9/14/13,9/7/12,Focused Research Center in Correlated Electron and Complex Materials,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46634,DE-SC0002613,FLORIDA STATE UNIVERSITY                          ,Tallahassee,FL,32306-4166,"Balicas, Luis Antonio",486000,162000,9/15/12,6/14/15,8/23/12,Phase-diagram of Fe based superconductors and related compounds at high fields: evidence for field-induced and chiral superconducting states,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46635,DE-SC0001762,GEORGIA STATE UNIV. RES. FOUND. INC.             ,Atlanta,GA,30302-3999,"Mani, Ramesh",120000,120000,9/15/12,9/14/13,9/13/12,Radiation-induced Transport in the Low-dimensional Electron System,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46636,DE-SC0002633,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Tuller, Harry",2640000,880000,9/15/12,7/14/15,8/17/12,Chemomechanics of Far-From-Equilibrium Interfaces (COFFEI),Grant,"Vetrano, John",Educational
SC-22.22,Renewal,ER46637,DE-SC0001525,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"Boehlert, Carl",585000,195000,9/15/12,7/14/15,8/13/12,SISGR - Characterization and Modeling of Deformation Induced Damage in Titanium Alloys,Grant,"Vetrano, John",Educational
SC-22.22,Renewal,ER46639,DE-SC0001630,UTAH UNIVERSITY OF                               ,Salt Lake City,UT,84112-8930,"Scarpulla, Michael",900000,300000,9/15/12,9/14/15,8/13/12,SISGR - Defect Studies of CZTSe & Related Thin Film Photovoltaic Materials,Grant,"Kortan, Ahmet",Educational
SC-22.22,No-Cost Extension,ER46640,DE-SC0002567,MINNESOTA  REGENTS OF UNIV. OF                   ,Minneapolis,MN,55455-2070,"Zudov, Michael",0,0,9/15/09,9/14/13,6/15/12,SISGR - Emergent Phenomena in Quantum Hall Systems Far From Equilibrium,Grant,"Schwartz, Andrew",Educational
SC-22.23,Renewal,ER46642,DE-SC0002161,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Ediger, Mark",510000,170000,9/15/12,7/14/15,9/10/12,High-Throughput Preparation and Characterization of Vapor-deposited Organic Glasses,Grant,"Gersten, Bonnie",Educational
SC-22.21,Renewal,ER46643,DE-SC0002384,BOSTON UNIVERSITY                                 ,Boston,MA,2215,"Averitt, Richard",582000,194000,9/15/12,9/14/15,8/23/12,SISGR - Multifunctional Materials Research Using Ultrafast Optical Spectroscopy,Grant,"Wilson, Lane",Educational
SC-22.21,Renewal,ER46646,DE-SC0001819,HARVARD COLLEGE                                   ,Cambridge,MA,2138,"Yacoby, Amir",1200000,400000,9/15/12,7/14/15,8/24/12,Transport and Imaging of Mesoscopic Phenomena in Single and Few Layer Graphene,Grant,"Zhu, Jane",Educational
SC-22.21,No-Cost Extension,ER46647,DE-SC0002012,INDIANA UNIVERSITY BLOOMINGTON                   ,Bloomington,IN,47402-1847,"Pynn, Roger",0,0,9/15/09,7/31/13,11/19/12,SISGR: Upgrade of the Polarized Neutron Relectometer ASTERIX at the Los Alamos Neutron Science Center,Grant,"Thiyagarajan, Pappannan",Educational
SC-22.21,No-Cost Extension,ER46648,DE-SC0002509,JOHNS HOPKINS UNIVERSITY                          ,Baltimore,MD,21218,"Hufnagel, Todd",0,0,9/15/09,9/14/13,7/30/12,SISGR - In Situ Characterization and Modeling of Formation Reactions Under Extreme Heating Rates in Nanostructured Mutilayer Foils,Grant,"Zhu, Jane",Educational
SC-22.21,Renewal,ER46649,DE-SC0002136,LOUISIANA STATE UNIVERSITY AND A&M COLLEGE        ,Baton Rouge,LA,70803-0001,"Plummer, E. Ward",1140000,380000,9/15/12,7/14/15,9/20/12,Emerging Functionality in Transition-Metal Compounds Driven by Spatial Confinement,Grant,"Zhu, Jane",Educational
SC-22.21,Renewal,ER46650,DE-SC0002510,NEW YORK STATE U. OF ST BROOK                    ,Stony Brook,NY,11794-3362,"Parise, John",529026,176342,9/15/12,9/14/15,8/17/12,Fundamental Studies of the Structural Response of Disordered Materials to High P and T,Grant,"Wilson, Lane",Educational
SC-22.21,Renewal,ER46652,DE-SC0002002,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Murnane, Margaret",930671,318146,9/15/12,9/14/15,8/21/12,Ultrafast Magnetization Dynamics and Spin Transfer Probes by Coherent Soft X-Rays,Grant,"Wilson, Lane",Educational
SC-22.21,Renewal,ER46653,DE-SC0002197,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Cobden, David",540000,180000,9/15/12,6/14/15,8/14/12,Combined Microscopy Studies of Complex Electronic Materials,Grant,"Zhu, Jane",Educational
SC-22.23,Renewal,ER46654,DE-SC0002334,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Schlom, Darrell",2040000,680000,9/15/12,7/14/15,9/11/12,Using Interfaces To Create Strongly-Coupled Magnetic-Ferroelectrics via Atomic-Scale Heteroepitaxy,Grant,"Gersten, Bonnie",Educational
SC-22.23,Renewal,ER46655,DE-SC0002169,NORTH CAROLINA STATE UNIVERSITY                   ,Raleigh,NC,27695-7514,"Henderson, Wesley",580000,240000,9/15/12,9/14/15,7/24/12,SISGR: Linking Ion Solvation and Lithium Battery Electrolyte Properties,Grant,"Sennett, Michael",Educational
SC-22.23,No-Cost Extension,ER46656,DE-SC0002157,PENNSYLVANIA STATE UNIVERSITY                     ,University Park,PA,16802-7000,"Lueking, Angela",0,0,9/15/09,9/14/13,6/28/12,SISGR- Hydrogen Caged in Carbon-Exploration of Novel Carbon-Hydrogen Interactions,Grant,"Gersten, Bonnie",Educational
SC-22.23,No-Cost Extension,ER46658,DE-SC0001873,CALIFORNIA UNIV. OF LOS ANGELES                  ,Los Angeles,CA,90095-1406,"Chang, Jane",0,0,9/15/09,9/14/13,7/24/12,SISGR - Metal Oxide Core Shell Nanostructures as Building Blocks for Efficient Light Emission,Grant,"Gersten, Bonnie",Educational
SC-22.23,No-Cost Extension,ER46659,DE-SC0002368,CALIFORNIA UNIV. OF SANTA BARBARA                ,Santa Barbara,CA,93106-2050,"Nguyen, Thuc-Quyen",0,0,9/15/09,9/14/13,5/16/12,SISGR - Mechanistic Studies of Charge Injection from Metallic Electrodes into Organic Semiconductors Mediated by Ionic Functionalities,Grant,"Sennett, Michael",Educational
SC-22.23,Renewal,ER46661,DE-SC0002158,PENNSYLVANIA UNIVERSITY OF                       ,Philadelphia,PA,19104-6205,"Kagan, Cherie",2280000,1520000,9/15/12,9/14/15,8/15/12,SISGR - Bi-Continuous Multi-Component Nanocrystal Superlattices for Solar Energy Conversion,Grant,"Sennett, Michael",Educational
SC-22.23,No-Cost Extension,ER46663,DE-SC0001912,UTAH UNIVERSITY OF                               ,Salt Lake City,UT,84112-8930,"Bedrov, Dmitry",0,0,9/15/09,5/14/13,7/12/12,SISGR: The Influence of Electrolyte Structure and Electrode Morphology on the Performance of Ionic-Liquid Based Supercapacitors: A Combined Experimental and ...,Grant,"Sennett, Michael",Educational
SC-22.23,Renewal,ER46664,DE-SC0002162,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Jin, Song",1660000,660000,9/15/12,12/14/15,9/10/12,Fundamental Studies of Charge Transfer in Nanoscale Heterostructures of Earth-Abundant Semiconductors for Solar Energy Conversion,Grant,"Sennett, Michael",Educational
SC-22.23,Renewal,ER46665,DE-SC0002576,VIRGINIA COMMONWEALTH UNIVERSITY                  ,Richmond,VA,23298-6772,"El-Kaderi, Hani",660000,260000,9/15/12,9/14/15,8/7/12,Small Gas Storage and Selective Carbon Dioxide Capture by Nanoporous Organic Polymers,Grant,"Sennett, Michael",Educational
SC-22.22,Renewal,ER46668,DE-SC0002626,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Chiang, Yet-Ming",588000,196000,9/15/12,9/14/15,8/28/12,Electrochemically-Driven Phase Transitions in Battery Storage Compounds,Grant,"Kortan, Ahmet",Educational
SC-22.22,New,ER46670,DE-SC0002144,NEVADA UNIVERSITY OF                             ,Reno,NV,89557,"Li, Qizhen",993000,993000,9/15/09,3/14/13,9/26/09,Micro-Mechanisms and Mechanical Behavior of Ultrafine-grained Magnesium under Cyclic Loading,Grant,"Vetrano, John",Educational
SC-22.21,Renewal,ER46672,DE-SC0002357,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Meng, Ying Shirley",540000,180000,9/15/12,7/14/15,8/21/12,In Situ Analytical Electron Microscopy for Probing Dynamic Nano-Scale Electrochemistry,Grant,"Zhu, Jane",Educational
SC-22.23,Renewal,ER46673,DE-SC0001928,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Zhu, Xiaoyang",630000,630000,9/1/10,8/31/13,9/2/10,Extracting Hot Charge Carriers from Photoexcited Semiconductor Nanocrystals,Grant,"Sennett, Michael",Educational
SC-22.22,No-Cost Extension,ER46674,DE-SC0002196,MICHIGAN TECH. UNIVERSITY                         ,Houghton,MI,49931-1295,"Wang, Yu",0,0,9/15/09,9/14/13,6/4/12,SISGR - Domain Microstructures and Mechanisms for Large Reversible and Anhysteretic Strain Behaviors in Phase Transforming Ferroelectric Materials,Grant,"Kortan, Ahmet",Educational
SC-22.23,Renewal,ER46675,DE-SC0004200,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Zhu, Xiaoyang",540000,180000,1/15/12,1/14/15,1/24/12,Spectroscopy of Charge Carriers and Traps in Field-Doped Organic Semiconductors,Grant,"Sennett, Michael",Educational
SC-22.21,Renewal,ER46680,DE-SC0003678,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Sinha, Sunil",1080000,360000,2/1/13,1/31/16,2/6/13,Neutron and X-Ray Studies of Spin and Change Manipulation in Magnetic Nanostructures,Grant,"Thiyagarajan, Pappannan",Educational
SC-22.3,New,ER46682,DE-SC0003965,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Bazarov, Ivan ",750000,600000,4/15/10,4/14/15,4/14/10,RECOVERY ACT - Investigation of Fundamental Limits to Beam Brightness Available From Photoinjectors,Grant,"Lessner, Eliane",Educational
SC-22.22,New,ER46683,DE-SC0003996,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Daly, Samantha",750000,600000,4/15/10,4/14/15,4/9/10,RECOVERY ACT - Deformation and Failure Mechanisms of Shape Memory Alloys,Grant,"Vetrano, John",Educational
SC-22.23,New,ER46684,DE-SC0003935,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Erickson, David",750000,600000,4/15/10,4/14/15,4/14/10,RECOVERY ACT - Directed Assembly of Hybrid Nanostructures Using Optically Resonant Nanotweezers,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46685,DE-SC0003947,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Fredrickson, Daniel",750000,600000,4/15/10,4/14/15,4/12/10,RECOVERY ACT - Chemical Frustration: A Design Principle for the Discovery of New Complex Alloy and Intermetallic Phases,Grant,"Sennett, Michael",Educational
SC-22.22,New,ER46686,DE-SC0003910,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Hermele, Michael",750000,600000,4/15/10,4/14/15,4/13/10,RECOVERY ACT - New States of Matter and Quantum Simulation with Ultracold Alkaline Earth Fermions,Grant,"Davenport, James",Educational
SC-22.23,New,ER46687,DE-SC0003912,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Jayaraman, Arthi",750000,600000,4/15/10,4/14/15,4/13/10,RECOVERY ACT - Theory and Simulation of Tailored Assembly in Rod-Coil Polymer Nanocomposite,Grant,"Sennett, Michael",Educational
SC-22.21,New,ER46688,DE-SC0003891,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Kim, Ki-Yong",750000,600000,4/15/10,4/14/15,4/9/10,RECOVERY ACT - Generation Imaging and Control of Ultrafast Electrical Currents and Radiation,Grant,"Wilson, Lane",Educational
SC-22.22,New,ER46689,DE-SC0003904,CALIFORNIA UNIV. OF IRVINE                       ,Irvine,CA,92697-7600,"Law, Matthew ",750000,600000,4/15/10,4/14/15,4/12/10,RECOVERY ACT - Evaluating the Oxidative Photothermal and Electrical Stability of Colloidal Nanocrystal Solids,Grant,"Kortan, Ahmet",Educational
SC-22.23,New,ER46690,DE-SC0003927,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY   ,Ames,IA,50011-2207,"O'Donnell, Jennifer",750000,600000,4/15/10,4/14/15,4/14/10,RECOVERY ACT - Templating of Liquid Crystal Microstructures by Reversible Addition-Fragmentation Chain Transfer Polymerization,Grant,"Sennett, Michael",Educational
SC-22.22,New,ER46691,DE-SC0003949,CALIFORNIA UNIV. OF BERKELEY                     ,Berkeley,CA,94720-5940,"Wang, Feng",750000,750000,4/15/10,4/14/15,4/12/10,RECOVERY ACT - Control Graphene Electronic Structure for Energy Technology,Grant,"Schwartz, Andrew",Educational
SC-22.23,No-Cost Extension,ER46692,DE-SC0004025,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Abbott, Nicholas",0,0,4/1/10,3/31/14,11/6/12,Functional Hierarchical Colloidal Liquid Crystal Gels and Liquid Crystal Elastomers Nanocomposites,Grant,"Markowitz, Michael",Educational
SC-22.3,New,ER46693,DE-SC0004079,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Gruner, Sol",2100000,1925000,5/1/10,4/30/13,6/17/10,Versatile Reprogrammable Area Pixel Array Detector for Time-Resolved Synchrotron X-ray Applications,Grant,"Lessner, Eliane",Educational
SC-22.22,Renewal,ER46694,DE-SC0004764,TEMPLE UNIVERSITY                                 ,Philadelphia,PA,19122,"Xi, Xiaoxing",366645,244430,2/1/12,1/31/15,4/4/12,Enhancement of Magnetoelectric Coupling in Nanoengineered Oxide Films and Heterostructures by Laser MBE,Grant,"Kortan, Ahmet",Educational
SC-22.3,New,ER46696,DE-SC0004078,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Durbin, Stephen",428785,392226,5/15/10,5/14/13,6/18/10,Picosecond X-ray Detector for Synchrotrons,Grant,"Lessner, Eliane",Educational
SC-22.23,New,ER46698,DE-SC0005010,LEHIGH UNIVERSITY                                 ,Bethlehem,PA,18015-3046,"Jain, Himanshu",700000,525000,5/1/10,4/30/14,8/23/10,Laser Fabrication of Active Single-Crystal Architecture in Glass,Grant,"Gersten, Bonnie",Educational
SC-22.21,New,ER46702,DE-SC0005153,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Pozzo, Danilo",525713,525713,6/1/10,5/31/13,8/18/10,Self-Assembly of Conjugated Polymer Networks: A Neutron Scattering Study,Grant,"Thiyagarajan, Pappannan",Educational
SC-22.21,New,ER46705,DE-SC0004162,YALE UNIVERSITY                                   ,New Haven,CT,06520-8337,"Mochrie, Simon",566406,566406,6/1/10,5/31/13,7/23/10,Dynamics of Block Copolymer Nanocomposites,Grant,"Wilson, Lane",Educational
SC-22.21,No-Cost Extension,ER46706,DE-SC0004523,OKLAHOMA UNIVERSITY OF                           ,Norman,OK,73019-5300,"Yang, Rui",-10000,0,7/1/10,6/30/14,2/5/12,Interband Cascade Photovoltaic Cells,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46707,DE-SC0004903,ALASKA UNIVERSITY OF FAIRBANKS                  ,Fairbanks,AK,99775-7270,"Holdmann, Gwen",0,0,7/15/10,7/14/13,2/27/13,Making Wind Work for Alaska: Supporting the Development of Sustainable Resilient Cost-Effective Wind-Diesel Systems for Isolated Communities,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46708,DE-SC0004791,WYOMING UNIVERSITY OF                            ,Laramie,WY,82071-3838,"Lewis, Randolph",600000,585000,7/1/10,6/30/13,9/3/10,X-Ray Diffraction and Neutron Scattering Structural Analysis of Natural and Synthetic Spider Silk Fibers,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46709,DE-SC0004768,SOUTH DAKOTA UNIVERSITY OF                       ,Vermillion,SD,57069,"Mei, Dongming",0,0,7/1/10,6/30/13,1/9/13,Crystal Growth and Detector Development at Homestake for DUSEL Experiments,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46710,DE-SC0004556,TEMPLE UNIVERSITY                                 ,Philadelphia,PA,19122,"Iavarone, Maria",615000,615000,6/15/10,6/14/13,7/15/10,Vortex Matter in Confined Superconductors and Mesoscopic Hybrid Heterostructures,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46711,DE-SC0005250,NORTHEASTERN UNIVERSITY                           ,Boston,MA,02115-5005,"Lewis, Laura",552000,458047,7/1/10,6/30/13,9/9/10,Magnetostructural Materials,Grant,"Kortan, Ahmet",Educational
SC-22.21,New,ER46713,DE-SC0004792,TENNESSEE UNIVERSITY OF KNOXVILLE                ,Knoxville,TN,37996-1529,"Camden, Jon",450000,450000,7/1/10,6/30/13,8/25/10,Plasmon Mapping in Metallic Nanostructures and its Application to Single Molecule Surface Enhanced Raman Scattering: Imaging Electromagnetic Hot-Spots and .....,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46714,DE-SC0004736,WEST VIRGINIA UNIVERSITY RES. CORP.               ,Morgantown,WV,26506-6845,"Scime, Earl",599236,599236,7/15/10,7/14/13,9/17/10,Two Photon Absorption Laser Induced Fluorescence for Neutral Hydrogen Profile Measurements,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46715,DE-SC0004851,INFORMATION INTERNATIONAL ASSOC  INC.             ,Oak Ridge,TN,37830,"Coppock, Edrick Gerald",554769,554769,7/15/10,7/14/13,8/30/10,Exploiting the Use of Social Networking to Facilitate Collaboration in the Scientific Community,Grant,"Zhu, Jane",Small Business
SC-22.21,New,ER46716,DE-SC0004751,IDAHO UNIVERSITY OF                              ,Moscow,ID,83844-3020,"Crepeau, John",584961,584961,8/1/10,7/31/13,9/24/10,Fundamental Fluid Physics Studies for Energy Efficiency and Sustainability,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46717,DE-SC0005248,LOUISIANA STATE UNIVERSITY AND A&M COLLEGE        ,Baton Rouge,LA,70803-0001,"Draayer, Jerry",450000,450000,7/1/10,6/30/13,9/21/10,Ab Initio Nuclear Structure and Reaction Calculations for Rare Isotopes,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46718,DE-SC0004797,TENNESSEE UNIVERSITY OF KNOXVILLE                ,Knoxville,TN,37996-1529,"Grossbeck, Martin",579889,579889,8/1/10,7/31/13,8/25/10,Study of Compatibility of Stainless Steel Weld Joints with Liquid Sodium-Potassium Coolants for Fission Surface Power Reactors for Lunar and Space Applications,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46719,DE-SC0004959,TULANE EDUCATIONAL FUND                           ,New Orleans,LA,70118,"Blake, Diane",563063,563063,7/15/10,7/14/13,8/23/10,Antibodies to Radionuclides: Engineering by Surface Display for Immunosensors,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46720,DE-SC0004624,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Leseman, Zayd",585252,585252,7/1/10,6/30/13,9/20/10,Manipulation of Phonons With Phononic Crystals,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46721,DE-SC0005278,NEVADA SYSTEM OF HIGHER ED - LAS VEGAS            ,Las Vegas,NV,89103-0135,"Cornelius, Andrew",578811,578811,7/1/10,6/30/13,8/27/10,High Pressure X-ray Absorption Studies on Correlated-Electron Systems,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46722,DE-SC0004530,NEBRASKA UNIVERSITY OF LINCOLN                   ,Lincoln,NE,68588-0430,"Gruverman, Alexei",600000,600000,7/1/10,6/30/13,9/18/10,Nanoscale Studies of Pyroelectric and Thermoelectric Phenomena,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46723,DE-SC0005261,LOUISIANA TECH UNIVERSITY                         ,Ruston,LA,71272,"Wobisch, Markus",240000,240000,8/1/10,7/31/13,9/22/10,Searches for New Physics Phenomena in Hadronic Jet Production in the Early ATLAS Data,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,No-Cost Extension,ER46725,DE-SC0004600,OKLAHOMA UNIVERSITY OF                           ,Norman,OK,73019-5300,"Resasco, Daniel",0,0,7/15/10,7/14/13,12/27/12,Center for Interfacial Reaction Engineering,Grant,"Fitzsimmons, Timothy",Educational
SC-22.21,New,ER46728,DE-SC0004981,WYOMING UNIVERSITY OF                            ,Laramie,WY,82071-3838,"Wang, Wenyong",2440711,2033926,8/15/10,8/14/13,9/3/10,Wyoming DOE EPSCoR: Quantum Dot Sensitized Solar Cells Based on Ternary Metal Oxide Nanowires,Grant,"Fitzsimmons, Timothy",Educational
SC-22.3,New,ER46730,DE-SC0005264,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Bisognano, Joseph",4500000,4125000,8/15/10,8/14/13,9/20/10,Construction and Test of a Novel Superconducting RF Electron Gun,Grant,"Lessner, Eliane",Educational
SC-22.23,New,ER46731,DE-SC0004782,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Bent, Stacey",600000,600000,7/1/10,4/30/13,9/2/10,Studies of Surface Reaction and Nucleation Mechanisms in Atomic Layer Deposition,Grant,"Gersten, Bonnie",Educational
